distance,correspondanceId,arretId
165,lgpres1,hotregi4
97,mtarrep3,hotregi4
163,mtarrep4,hotregi4
64,hotregi1,hotregi4
87,hotregi2,hotregi4
22,hotregi3,hotregi4
108,eboue1,cormr1
127,eboue2,cormr1
62,cormr2,cormr1
23,forjoua1,forjoua2
43,chgiron1,chgiron2
164,eboue1,cormr2
180,eboue2,cormr2
62,cormr1,cormr2
147,vallstj2,vallstj1
23,forjoua2,forjoua1
43,chgiron2,chgiron1
18,lecormi1,lecormi2
18,lecormi2,lecormi1
82,heronie1,heronie2
49,bellstg2,bellstg1
82,heronie2,heronie1
28,grippie1,grippie2
49,bellstg1,bellstg2
91,maillan1,maillan2
149,bordage2,haltece1
20,haltece2,haltece1
131,bordage2,haltece2
20,haltece1,haltece2
33,bocage1,bocage2
33,bocage2,bocage1
25,discalc1,discalc2
25,discalc2,discalc1
149,colbour1,lysevig1
24,chevahs,chevahs2
35,ptcham1,ptcham2
35,ptcham2,ptcham1
31,noebru1,noebru2
31,noebru2,noebru1
80,boulais2,boullac1
95,boulais1,boullac1
23,boulais3,boullac1
156,fontene1,boullac1
96,villuni2,villj1
107,villuni1,villj1
8,villj2,villj1
17,villj3,villj1
25,villj4,villj1
50,villj6,villj1
90,villuni2,villj2
102,villuni1,villj2
8,villj1,villj2
9,villj3,villj2
17,villj4,villj2
46,villj6,villj2
83,villuni2,villj3
96,villuni1,villj3
17,villj1,villj3
9,villj2,villj3
8,villj4,villj3
41,villj6,villj3
77,villuni2,villj4
91,villuni1,villj4
25,villj1,villj4
17,villj2,villj4
8,villj3,villj4
40,villj6,villj4
104,villuni2,villj6
121,villuni1,villj6
50,villj1,villj6
46,villj2,villj6
41,villj3,villj6
40,villj4,villj6
192,bellnou2,langloi1
55,langloi2,langloi1
165,bellnou2,langloi2
55,langloi1,langloi2
91,maillan2,maillan1
80,opera1,opera3
199,clomarg2,censtg1
146,censtgi2,censtg1
75,dieuw2,dieu2
38,diee2,dieu2
45,dieu1,dieu2
65,dieuw2,dieu1
81,diee2,dieu1
45,dieu2,dieu1
70,duannno2,duanno1
188,moigne2,belvure2
13,belvure1,belvure2
62,laennec2,laennec1
176,moigne2,belvure1
190,moigne1,belvure1
13,belvure2,belvure1
19,mtarree2,mtarree1
62,laennec1,laennec2
19,mtarree1,mtarree2
41,galicie1,galicie2
41,galicie2,galicie1
27,baserab1,baserab2
58,maffeys1,maffeys2
58,maffeys2,maffeys1
179,pommer1,airlib2
164,pommer2,airlib2
37,airlib1,airlib2
153,pommer1,airlib1
142,pommer2,airlib1
37,airlib2,airlib1
168,chardon2,cimest1
61,cimestm1,cimest1
81,cimestm2,cimest1
34,cimest2,cimest1
178,chardon2,cimest2
70,cimestm1,cimest2
95,cimestm2,cimest2
34,cimest1,cimest2
167,musset1,sand1
150,musset2,sand1
27,baserab2,baserab1
26,fossega1,fossega2
18,combes2,combes1
18,combes1,combes2
88,turba1,turba2
67,lbourg1,lbourg2
73,bourglb2,lbourg2
50,bourglb1,lbourg2
26,fossega2,fossega1
168,pire2,lbourg1
67,lbourg2,lbourg1
61,bourglb2,lbourg1
68,bourglb1,lbourg1
88,turba2,turba1
57,mermoz2,mermoz1
121,mermozm1,mermoz1
78,mermozm2,mermoz1
107,metairi4,bellece2
89,metairi3,bellece2
36,bellece1,bellece2
136,metairi4,bellece1
121,metairi3,bellece1
36,bellece2,bellece1
54,pinrheu2,pinrheu1
19,forgebe2,forgebe1
54,pinrheu1,pinrheu2
21,mabetto2,mabetto1
21,mabetto1,mabetto2
57,mermoz1,mermoz2
75,mermozm1,mermoz2
50,mermozm2,mermoz2
173,jaures2,marin1
21,marin2,marin1
194,jaures2,marin2
21,marin1,marin2
19,forgebe1,forgebe2
121,mermoz1,mermozm1
75,mermoz2,mermozm1
48,mermozm2,mermozm1
108,plbreta1,ptbrets2
133,plbreta2,ptbrets2
192,lices1,ptbrets2
120,ptbreta2,ptbrets2
86,ptbreta1,ptbrets2
28,ptbrets1,ptbrets2
188,inkerma1,surcouf1
116,inkerma2,surcouf1
57,surcouf2,surcouf1
78,mermoz1,mermozm2
50,mermoz2,mermozm2
48,mermozm1,mermozm2
165,inkerma2,surcouf2
57,surcouf1,surcouf2
89,plbreta1,ptbrets1
116,plbreta2,ptbrets1
136,ptbreta2,ptbrets1
103,ptbreta1,ptbrets1
28,ptbrets2,ptbrets1
148,broceli2,omblais2
143,broceli1,omblais2
31,omblais1,omblais2
31,berry1,berry2
127,broceli2,omblais1
120,broceli1,omblais1
31,omblais2,omblais1
31,berry2,berry1
88,ricoqua,lyjp2
29,lyjp1,lyjp2
114,ricoqua,lyjp1
29,lyjp2,lyjp1
27,gretay2,gretay1
107,saens2,prega1
11,prega2,prega1
196,saens1,prega2
96,saens2,prega2
11,prega1,prega2
24,chataig1,chataig2
24,chataig2,chataig1
130,pisbreq1,pigeonb1
146,pisbreq2,pigeonb1
75,pigblan1,pigeonb1
81,pigblan2,pigeonb1
18,pigeonb2,pigeonb1
145,pisbreq1,pigeonb2
162,pisbreq2,pigeonb2
80,pigblan1,pigeonb2
67,pigblan2,pigeonb2
18,pigeonb1,pigeonb2
199,lemaist1,leho2
118,lemaist2,leho2
134,lehosu1,leho2
17,leho1,leho2
183,lemaist1,leho1
110,lemaist2,leho1
148,lehosu1,leho1
17,leho2,leho1
196,belvusj2,buhoti1
21,buhoti2,buhoti1
183,belvusj2,buhoti2
198,belvusj1,buhoti2
21,buhoti1,buhoti2
20,pisccha2,pisccha1
20,pisccha1,pisccha2
127,hublais1,hublais2
128,chavaux1,chavaux2
127,hublais2,hublais1
70,duanno1,duannno2
43,besner1,besner2
43,besner2,besner1
45,gare1,gares1
12,gare2,gares1
190,magenta1,gares1
107,rochest1,rochest2
128,chavaux2,chavaux1
74,belscor2,bellang2
82,belscor1,bellang2
47,bellang1,bellang2
92,belscor2,bellang1
108,belscor1,bellang1
47,bellang2,bellang1
156,brno1,rochest1
117,brno2,rochest1
107,rochest2,rochest1
193,pire2,bourglb2
73,lbourg2,bourglb2
61,lbourg1,bourglb2
107,bourglb1,bourglb2
50,lbourg2,bourglb1
68,lbourg1,bourglb1
107,bourglb2,bourglb1
61,rablais2,rablais1
25,valvez2,valvez1
34,repto1,repjoffa
8,repjof2,repjoffa
16,repjof3,repjoffa
13,repjof4,repjoffa
135,repx2,repjoffa
140,repwe,repjoffa
77,repwb,repjoffa
169,ptnemoun,repjoffa
180,ptnemous,repjoffa
35,repjaurs,repjoffa
54,repjaurn,repjoffa
72,repea,repjoffa
65,repbottb,repjoffa
192,mairieb,repjoffa
136,repbottc,repjoffa
48,stlaur19,stlaur
59,stlaure2,stlaur
85,stlaure1,stlaur
25,valvez1,valvez2
27,gretay1,gretay2
