id,nom,latitude,longitude
1499,Colin,48.1163,-1.716029
3804,La Basse Erable,47.995183,-1.624234
2348,Bruz Centre,48.023484,-1.743371
2347,Pont-Réan,48.004724,-1.775265
2344,Noë,48.021674,-1.752317
2343,Epalet,48.019598,-1.744633
2346,Croix Vaisserelle,48.009141,-1.773283
1298,Bois Labbé,48.125698,-1.703017
2345,Rabine,48.023807,-1.761964
1299,Olympe de Gouges,48.127905,-1.702753
2350,Mare de la Salle,48.029314,-1.719086
2351,Mare de la Salle,48.029242,-1.719642
2353,Bruz Centre,48.023379,-1.742999
2541,Egalité,48.094372,-1.795752
2542,Egalité,48.094365,-1.795556
1003,Gallet,48.127369,-1.640433
1292,Beaulieu Restau U,48.121437,-1.638194
4302,ESAT La Hautière,48.118827,-1.822672
1004,Donzelot,48.125244,-1.642676
1293,Guilloux,48.110001,-1.698679
4301,Hautière,48.122924,-1.821633
1001,Longs Champs,48.129077,-1.63253
4304,L'Hermitage Centre,48.125578,-1.815962
1002,Bouzat,48.128283,-1.637782
1291,IUT,48.125147,-1.633208
4303,L'Hermitage Gare,48.123875,-1.817721
1007,Assomption,48.121446,-1.655036
1296,Université,48.119313,-1.704499
4306,Clairefontaine,48.123163,-1.806172
1008,Painlevé,48.123212,-1.660216
1297,Villejean-Université,48.121918,-1.703705
4305,Village,48.124609,-1.811557
1005,Mirabeau,48.123363,-1.646317
1294,Marbeuf,48.111305,-1.701301
4308,Village,48.125058,-1.813014
1006,Turmel,48.12229,-1.650742
1295,Berger,48.116762,-1.704608
4307,Clairefontaine,48.123516,-1.807448
5021,République,48.109712,-1.679138
5022,Charles de Gaulle,48.105541,-1.677023
1009,Metz Volney,48.121635,-1.663186
5020,Sainte-Anne,48.114501,-1.680398
5025,Clemenceau,48.093653,-1.674394
5026,Henri Fréville,48.087673,-1.674777
5023,Gares,48.103875,-1.672183
5024,Jacques Cartier,48.097605,-1.675419
5019,Anatole France,48.118119,-1.687454
5018,Pontchaillou,48.121578,-1.693461
5017,Villejean-Université,48.121283,-1.703879
1289,Monts d'Arrée,48.136539,-1.667527
1288,Neruda,48.136641,-1.670632
1287,Condate,48.135006,-1.672781
1011,Fac de Droit,48.118312,-1.671315
1010,Guéhenno,48.119241,-1.667693
4310,L'Hermitage Gare,48.12375,-1.817992
4311,Hautière,48.12295,-1.82085
4315,Noë Biche,48.122997,-1.802546
1280,Jules Ferry,48.121404,-1.670825
1281,Volney,48.125362,-1.66626
1282,Gros Chêne,48.126594,-1.665268
1283,Rochester,48.128831,-1.663763
1284,Houx Cité U,48.131091,-1.664397
1285,Morbihan,48.132827,-1.667609
1286,Bellangerais,48.132719,-1.672293
4316,Noë Biche,48.122778,-1.801123
5030,La Poterie,48.087531,-1.644633
5028,Triangle,48.086477,-1.660654
5027,Italie,48.086598,-1.667741
5029,Le Blosne,48.087765,-1.654439
1277,Pont de Nantes,48.102127,-1.684092
1276,Foyer Rennais,48.099714,-1.68619
1279,Rectorat,48.119451,-1.674371
1278,Hôtel Dieu,48.117082,-1.677806
4322,L'Hermitage Centre,48.125447,-1.815491
1274,Pilate,48.095038,-1.689979
1275,Mermoz,48.097422,-1.688573
1273,Saint-Yves,48.092735,-1.6912
1270,Félix Eboué,48.085811,-1.694039
1269,Lycée Bréquigny,48.084081,-1.692043
1268,Boberil,48.083743,-1.693637
1267,Félix Eboué,48.085707,-1.693903
1266,Mermoz,48.09714,-1.689057
1265,Foyer Rennais,48.099809,-1.687123
1261,Volney,48.125322,-1.666645
1262,Jules Ferry,48.121471,-1.67097
1263,Rectorat,48.119629,-1.674316
1264,Pont de Nantes,48.10206,-1.684417
1260,Gros Chêne,48.126715,-1.665432
1259,Rochester,48.129452,-1.663592
1258,Houx Cité U,48.130788,-1.663953
1255,Condate,48.134477,-1.673097
1254,Neruda,48.136796,-1.671078
1257,Morbihan,48.13267,-1.667599
1256,Bellangerais,48.132591,-1.671614
1048,Brest Verdun,48.113357,-1.693476
1047,La Touche,48.11612,-1.691288
1046,Anatole France,48.11824,-1.689403
1253,Monts d'Arrée,48.136711,-1.667527
1252,Patton,48.138782,-1.66602
1251,Veyettes,48.097042,-1.629126
1049,Horizons,48.111632,-1.689371
1050,Les Lices,48.111647,-1.686999
1245,Serpette,48.103213,-1.652536
1051,Place de Bretagne,48.109888,-1.68328
1246,Cimetière de l'Est,48.104353,-1.64928
1243,Croix Saint-Hélier,48.102515,-1.661094
1244,Mouézy,48.102217,-1.655063
1054,Liberté TNB,48.107564,-1.675176
1055,Champs Libres,48.106057,-1.67401
1052,République,48.109934,-1.678869
1247,Pavie,48.104868,-1.643656
1248,Pré Garel,48.103911,-1.635839
1035,Mirabeau,48.123677,-1.645158
1034,Turmel,48.122185,-1.650619
1037,Gallet,48.127801,-1.639871
1036,Donzelot,48.125556,-1.64198
1039,Longs Champs,48.128998,-1.63238
1240,Le Mail,48.109271,-1.689587
1038,Bouzat,48.128209,-1.637118
1242,République,48.109758,-1.679532
1232,Le Hô,48.106259,-1.723704
1233,Lemaistre,48.107021,-1.72162
1234,Stade Rennais,48.107689,-1.714796
1040,Donelière,48.130069,-1.684377
1235,Géniaux,48.108898,-1.709658
1041,Trois Croix,48.128749,-1.6836
1236,Kerviler,48.10876,-1.705656
1042,Cimetière Nord,48.124255,-1.681766
1237,Papeteries,48.107689,-1.702121
1043,Saint-Martin,48.123614,-1.684238
1238,Guilloux Lorient,48.108687,-1.698735
1044,ESPE de Bretagne,48.122179,-1.685924
1239,Chèques Postaux,48.108237,-1.694247
1231,Robinot de St-Cyr,48.103369,-1.723283
1029,Fac de Droit,48.118281,-1.669591
1230,Jardin Moderne,48.102175,-1.726098
1028,Sévigné,48.117513,-1.673538
1027,Hôtel Dieu,48.117163,-1.677351
1026,Sainte-Anne,48.11482,-1.679242
1025,Champ Jacquet,48.112738,-1.680211
1024,République,48.109977,-1.680268
1023,Les Halles,48.108066,-1.680048
1032,Painlevé,48.123242,-1.659266
1033,Assomption,48.12128,-1.655029
1030,Guéhenno,48.119572,-1.666629
1225,Jardin Moderne,48.10213,-1.727062
1031,Metz Volney,48.121987,-1.662185
1226,Servigné,48.101258,-1.731769
1223,Le Hô,48.106212,-1.723891
1224,Robinot de St-Cyr,48.102975,-1.7234
1221,Géniaux,48.108871,-1.710766
1222,Stade Rennais,48.108107,-1.714065
1229,Servigné,48.101154,-1.731617
1017,Les Halles,48.108415,-1.680213
1016,République,48.110073,-1.680101
1019,Cité Judiciaire,48.105084,-1.684731
1220,Kerviler,48.109162,-1.706366
1018,Plélo Colombier,48.106204,-1.680999
1012,Sévigné,48.11605,-1.674245
1015,Champ Jacquet,48.11252,-1.680352
1014,Sainte-Anne,48.113739,-1.679038
1214,République,48.109932,-1.679644
1020,Mermoz,48.097442,-1.689566
1216,Le Mail,48.109176,-1.690514
1021,Cité Judiciaire,48.105444,-1.684005
1022,Plélo Colombier,48.106222,-1.680736
1217,Chèques Postaux,48.108292,-1.694376
1210,Cimetière de l'Est,48.10431,-1.64971
1211,Serpette,48.103116,-1.652491
1212,Mouézy,48.101949,-1.656538
1213,Croix Saint-Hélier,48.102902,-1.661403
1218,Guilloux Lorient,48.109099,-1.697997
1219,Papeteries,48.108274,-1.703743
